datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),total_precipitation (mm of water equivalent),surface_pressure (Pa),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),absolute_humidity (g/m^3),rainfall (mm)
4/15/2024 4:00,"(42.089797, -76.807734)",9.08,0.92,2.99,0,95762.07,0,0,8.154167493,0
4/15/2024 5:00,"(42.089797, -76.807734)",8.64,0.91,3.15,0,95803.86,0,0,7.841322475,0
4/15/2024 6:00,"(42.089797, -76.807734)",8.73,0.89,2.97,0,95884.69,0,0,7.713402118,0
4/15/2024 7:00,"(42.089797, -76.807734)",8.24,0.9,2.47,0,95953.99,0,0,7.558245807,0
4/15/2024 8:00,"(42.089797, -76.807734)",9.19,0.9,2.52,0,96045.85,0,0,8.033195754,0
4/15/2024 9:00,"(42.089797, -76.807734)",10.45,0.81,3.26,0,96170.85,0,0,7.832801276,0
4/15/2024 10:00,"(42.089797, -76.807734)",13.16,0.63,3.21,0,96227.87,0,0,7.217470047,0
4/15/2024 11:00,"(42.089797, -76.807734)",14.56,0.52,2.92,0,96253.82,0,0,6.492981066,0
4/15/2024 12:00,"(42.089797, -76.807734)",15.71,0.48,3.81,0,96235.29,0,0,6.428127182,0
4/15/2024 13:00,"(42.089797, -76.807734)",17.52,0.41,4.2,0,96215.82,0,0,6.122230415,0
4/15/2024 14:00,"(42.089797, -76.807734)",18.68,0.37,4.16,0,96170.72,0,0,5.919298818,0
4/15/2024 15:00,"(42.089797, -76.807734)",18.81,0.37,4.26,0,96165.41,0,0,5.964974503,0
4/15/2024 16:00,"(42.089797, -76.807734)",18.75,0.35,4.52,0,96190.32,0,0,5.6225662,0
4/15/2024 17:00,"(42.089797, -76.807734)",18.58,0.32,4.55,0,96240.69,0,0,5.089184646,0
4/15/2024 18:00,"(42.089797, -76.807734)",16.83,0.31,3.75,0,96258.23,0,0,4.441645909,0
4/15/2024 19:00,"(42.089797, -76.807734)",15.81,0.32,3.47,0,96348.32,0,0,4.311451964,0
4/15/2024 20:00,"(42.089797, -76.807734)",14.03,0.36,3.46,0,96423.34,0,0,4.351471036,0
4/15/2024 21:00,"(42.089797, -76.807734)",12.1,0.49,3.38,0,96562.8,0,0,5.255831081,0
4/15/2024 22:00,"(42.089797, -76.807734)",10.2,0.56,3.14,0,96651.06,0,0,5.3302391,0
4/15/2024 23:00,"(42.089797, -76.807734)",9.73,0.58,2.63,0,96688.79,0,0,5.358291716,0
4/16/2024 0:00,"(42.089797, -76.807734)",8.88,0.62,2.17,0,96771.1,0,0,5.425297963,0
4/16/2024 1:00,"(42.089797, -76.807734)",7.83,0.66,1.98,0,96778.6,0,0,5.398031705,0
4/16/2024 2:00,"(42.089797, -76.807734)",7.02,0.68,2.11,0,96831.71,0,0,5.277056612,0
4/16/2024 3:00,"(42.089797, -76.807734)",6.21,0.71,2.19,0,96852.7,0,0,5.226114456,0
4/16/2024 4:00,"(42.089797, -76.807734)",4.66,0.76,2.03,0,96859.67,0,0,5.050805526,0
4/16/2024 5:00,"(42.089797, -76.807734)",4.04,0.79,2.05,0,96894.66,0,0,5.038062554,0
4/16/2024 6:00,"(42.089797, -76.807734)",4.19,0.75,2.22,0,96975.19,0,0,4.831026788,0
4/16/2024 7:00,"(42.089797, -76.807734)",4.3,0.75,2.03,0,97054.07,0,0,4.866535715,0
4/16/2024 8:00,"(42.089797, -76.807734)",6.7,0.67,1.76,0,97124.44,0,0,5.092189563,0
4/16/2024 9:00,"(42.089797, -76.807734)",9.36,0.55,1.87,0,97134.12,0,0,4.962756566,0
4/16/2024 10:00,"(42.089797, -76.807734)",12.34,0.43,2.24,0,97142.75,0,0,4.681776887,0
4/16/2024 11:00,"(42.089797, -76.807734)",13.94,0.37,2.82,0,97169.79,0,0,4.447681975,0
4/16/2024 12:00,"(42.089797, -76.807734)",15.13,0.35,3.55,0,97139.19,0,0,4.524944285,0
4/16/2024 13:00,"(42.089797, -76.807734)",16.8,0.32,3.44,0,97090.83,0,0,4.576672116,0
4/16/2024 14:00,"(42.089797, -76.807734)",17.76,0.3,3.39,0,97055.73,0,0,4.544279248,0
4/16/2024 15:00,"(42.089797, -76.807734)",18.51,0.29,3.46,0,97050.71,0,0,4.59299301,0
4/16/2024 16:00,"(42.089797, -76.807734)",19.11,0.27,3.42,0,96991.63,0,0,4.430586444,0
4/16/2024 17:00,"(42.089797, -76.807734)",19.11,0.26,3.24,0,96982.89,0,0,4.26649065,0
4/16/2024 18:00,"(42.089797, -76.807734)",17.73,0.27,2.71,0,96927.6,0,0,4.082544556,0
4/16/2024 19:00,"(42.089797, -76.807734)",16.39,0.28,3.5,0,96970.15,0,0,3.907021737,0
4/16/2024 20:00,"(42.089797, -76.807734)",13.5,0.34,3.38,0,96992.93,0,0,3.977814082,0
4/16/2024 21:00,"(42.089797, -76.807734)",11.5,0.41,2.59,0,97096.24,0,0,4.235756652,0
4/16/2024 22:00,"(42.089797, -76.807734)",8.67,0.54,1.8,0,97196.43,0,0,4.662060484,0
4/16/2024 23:00,"(42.089797, -76.807734)",9.23,0.5,1.46,0,97161.43,0,0,4.474306379,0
4/17/2024 0:00,"(42.089797, -76.807734)",7.57,0.63,1.76,0,97105.02,0,0,5.066725826,0
4/17/2024 1:00,"(42.089797, -76.807734)",6.84,0.65,1.4,0,97082.24,0,0,4.985477894,0
4/17/2024 2:00,"(42.089797, -76.807734)",6.11,0.66,1.49,0,97069.08,0,0,4.826351334,0
4/17/2024 3:00,"(42.089797, -76.807734)",6.02,0.65,1.77,0,96990.06,0,0,4.725255741,0
4/17/2024 4:00,"(42.089797, -76.807734)",6.04,0.64,2.04,0,96959.84,0,0,4.658666964,0
4/17/2024 5:00,"(42.089797, -76.807734)",5.7,0.63,2.04,0,96913.61,0,0,4.484602435,0
4/17/2024 6:00,"(42.089797, -76.807734)",5.83,0.61,2.11,0,96888.24,0,0,4.379501128,0
4/17/2024 7:00,"(42.089797, -76.807734)",6.04,0.59,2.63,0.03,96865.07,0,0,4.294708607,0.03
4/17/2024 8:00,"(42.089797, -76.807734)",7.44,0.56,2.51,0.19,96854.84,0,0,4.465978883,0.19
4/17/2024 9:00,"(42.089797, -76.807734)",8.45,0.65,2.65,0.51,96874.1,0,0,5.532996577,0.51
4/17/2024 10:00,"(42.089797, -76.807734)",10.05,0.69,3.06,0.74,96819.21,0,0,6.505443702,0.74
4/17/2024 11:00,"(42.089797, -76.807734)",10.41,0.79,2.77,0.81,96813.84,0,0,7.620094899,0.81
4/17/2024 12:00,"(42.089797, -76.807734)",11.09,0.83,2.14,1.08,96765.3,0,0,8.356839677,1.08
4/17/2024 13:00,"(42.089797, -76.807734)",11.84,0.83,2.02,1.54,96734.62,0,0,8.759325779,1.54
4/17/2024 14:00,"(42.089797, -76.807734)",11.7,0.84,2.95,1.12,96648.65,0,0,8.787554629,1.12
4/17/2024 15:00,"(42.089797, -76.807734)",12.23,0.84,3.73,0.22,96492.95,0,0,9.08333559,0.22
4/17/2024 16:00,"(42.089797, -76.807734)",13.12,0.79,3.68,0.69,96430.75,0,0,9.028109101,0.69
4/17/2024 17:00,"(42.089797, -76.807734)",13.68,0.77,3.7,0.74,96326,0,0,9.109088423,0.74
4/17/2024 18:00,"(42.089797, -76.807734)",12.67,0.84,3.22,0.84,96311.43,0,0,9.33542489,0.84
4/17/2024 19:00,"(42.089797, -76.807734)",12.8,0.83,3.77,0.25,96280.86,0,0,9.299022955,0.25
4/17/2024 20:00,"(42.089797, -76.807734)",12.52,0.84,4.55,0.53,96241.42,0,0,9.248811013,0.53
4/17/2024 21:00,"(42.089797, -76.807734)",12.24,0.86,4.76,0.74,96249.48,0,0,9.30540324,0.74
4/17/2024 22:00,"(42.089797, -76.807734)",11.92,0.88,4.52,0.81,96261.88,0,0,9.333551449,0.81
4/17/2024 23:00,"(42.089797, -76.807734)",11.58,0.89,4.15,0.57,96231.8,0,0,9.240912589,0.57
4/18/2024 0:00,"(42.089797, -76.807734)",11.4,0.9,3.93,0.8,96235.09,0,0,9.239862559,0.8
4/18/2024 1:00,"(42.089797, -76.807734)",11.13,0.92,3.95,0.88,96186.21,0,0,9.286338259,0.88
4/18/2024 2:00,"(42.089797, -76.807734)",10.84,0.94,3.71,0.3,96168.82,0,0,9.316534159,0.3
4/18/2024 3:00,"(42.089797, -76.807734)",10.7,0.95,3.18,0.87,96123.71,0,0,9.332866151,0.87
4/18/2024 4:00,"(42.089797, -76.807734)",10.89,0.95,2.59,0.29,96186.71,0,0,9.445364955,0.29
4/18/2024 5:00,"(42.089797, -76.807734)",11.12,0.95,2.31,0.19,96201.95,0,0,9.583124648,0.19
4/18/2024 6:00,"(42.089797, -76.807734)",11.73,0.94,2.02,0.12,96278.6,0,0,9.852174136,0.12
4/18/2024 7:00,"(42.089797, -76.807734)",11.78,0.94,1.54,0.05,96357.4,0,0,9.883044668,0.05
4/18/2024 8:00,"(42.089797, -76.807734)",12.03,0.94,1.11,0,96430.53,0,0,10.03866203,0
4/18/2024 9:00,"(42.089797, -76.807734)",12.55,0.89,1.17,0.03,96447.39,0,0,9.817629957,0.03
4/18/2024 10:00,"(42.089797, -76.807734)",12.86,0.89,0.79,0.26,96469.5,0,0,10.00841739,0.26
4/18/2024 11:00,"(42.089797, -76.807734)",13.53,0.82,0.77,0.22,96529.91,0,0,9.611319422,0.22
4/18/2024 12:00,"(42.089797, -76.807734)",13.97,0.79,0.96,0.32,96573.12,0,0,9.513927109,0.32
4/18/2024 13:00,"(42.089797, -76.807734)",14.7,0.78,0.96,0.32,96558.37,0,0,9.823171176,0.32
4/18/2024 14:00,"(42.089797, -76.807734)",14.29,0.77,1.11,0.6,96573.5,0,0,9.456978741,0.6
4/18/2024 15:00,"(42.089797, -76.807734)",14.08,0.77,0.72,0.61,96597.09,0,0,9.335934208,0.61
4/18/2024 16:00,"(42.089797, -76.807734)",13.72,0.78,0.8,0.6,96604.97,0,0,9.250147218,0.6
4/18/2024 17:00,"(42.089797, -76.807734)",13.86,0.77,1.04,0.33,96640.57,0,0,9.210569894,0.33
4/18/2024 18:00,"(42.089797, -76.807734)",13.42,0.81,1.39,0.07,96660.79,0,0,9.429891704,0.07
4/18/2024 19:00,"(42.089797, -76.807734)",12.4,0.86,2,0,96725.19,0,0,9.398595451,0
4/18/2024 20:00,"(42.089797, -76.807734)",11.81,0.87,1.94,0,96791.73,0,0,9.164253586,0
4/18/2024 21:00,"(42.089797, -76.807734)",11.33,0.89,1.99,0,96873.02,0,0,9.097137979,0
4/18/2024 22:00,"(42.089797, -76.807734)",10.32,0.93,2.42,0.01,96858.34,0,0,8.919543269,0.01
4/18/2024 23:00,"(42.089797, -76.807734)",9.9,0.94,2.42,0,96810.06,0,0,8.778488844,0
4/19/2024 0:00,"(42.089797, -76.807734)",9.55,0.94,2.5,0,96789.8,0,0,8.585180288,0
4/19/2024 1:00,"(42.089797, -76.807734)",8.6,0.96,2.78,0,96771.1,0,0,8.250948408,0
4/19/2024 2:00,"(42.089797, -76.807734)",8.19,0.97,2.67,0,96729.29,0,0,8.11991465,0
4/19/2024 3:00,"(42.089797, -76.807734)",7.96,0.97,2.71,0.02,96738.69,0,0,8.000362502,0.02
4/19/2024 4:00,"(42.089797, -76.807734)",8.01,0.97,3.08,0,96726.19,0,0,8.026220711,0
4/19/2024 5:00,"(42.089797, -76.807734)",7.99,0.96,3.26,0,96720.8,0,0,7.933230875,0
4/19/2024 6:00,"(42.089797, -76.807734)",8.06,0.95,3.3,0,96644.01,0,0,7.886128017,0
4/19/2024 7:00,"(42.089797, -76.807734)",7.66,0.95,3.81,0,96645.52,0,0,7.684945063,0
4/19/2024 8:00,"(42.089797, -76.807734)",7.51,0.92,4.55,0,96604.18,0,0,7.370327114,0
4/19/2024 9:00,"(42.089797, -76.807734)",7.93,0.88,4.85,0,96557.25,0,0,7.244017087,0
4/19/2024 10:00,"(42.089797, -76.807734)",9.05,0.82,5.16,0,96535.2,0,0,7.253911499,0
4/19/2024 11:00,"(42.089797, -76.807734)",9.73,0.79,5.24,0,96507.14,0,0,7.298362854,0
4/19/2024 12:00,"(42.089797, -76.807734)",9.85,0.78,5.93,0,96424.85,0,0,7.261172198,0
4/19/2024 13:00,"(42.089797, -76.807734)",10.24,0.77,5.74,0,96418.39,0,0,7.347677479,0
4/19/2024 14:00,"(42.089797, -76.807734)",10.64,0.78,6.35,0.02,96335.93,0,0,7.633805225,0.02
4/19/2024 15:00,"(42.089797, -76.807734)",11.25,0.78,7.04,0.17,96338.76,0,0,7.932812851,0.17
4/19/2024 16:00,"(42.089797, -76.807734)",12.26,0.76,5.46,0,96313.67,0,0,8.23363513,0
4/19/2024 17:00,"(42.089797, -76.807734)",11.5,0.79,5.52,0,96311.73,0,0,8.16157989,0
4/19/2024 18:00,"(42.089797, -76.807734)",11.23,0.79,3.98,0,96372.44,0,0,8.024425173,0
4/19/2024 19:00,"(42.089797, -76.807734)",11.34,0.8,3.58,0,96407.73,0,0,8.182338327,0
4/19/2024 20:00,"(42.089797, -76.807734)",11.11,0.83,3.21,0.05,96457.62,0,0,8.367360142,0.05
4/19/2024 21:00,"(42.089797, -76.807734)",10.9,0.85,3.01,0,96485.25,0,0,8.456442853,0
4/19/2024 22:00,"(42.089797, -76.807734)",10.6,0.88,2.79,0,96502.25,0,0,8.590769263,0
4/19/2024 23:00,"(42.089797, -76.807734)",10.48,0.9,2.65,0.01,96492.64,0,0,8.719638149,0.01
4/20/2024 0:00,"(42.089797, -76.807734)",10.39,0.89,2.55,0.05,96507.21,0,0,8.573808117,0.05
4/20/2024 1:00,"(42.089797, -76.807734)",10.08,0.85,2.58,0.02,96505.76,0,0,8.029219511,0.02
4/20/2024 2:00,"(42.089797, -76.807734)",9.57,0.74,2.68,0,96457.18,0,0,6.767162836,0
4/20/2024 3:00,"(42.089797, -76.807734)",9.09,0.61,2.96,0,96415.01,0,0,5.41002647,0
4/20/2024 4:00,"(42.089797, -76.807734)",7.98,0.58,2.82,0,96451.92,0,0,4.789901332,0
4/20/2024 5:00,"(42.089797, -76.807734)",7.66,0.58,2.62,0,96451.73,0,0,4.691861196,0
4/20/2024 6:00,"(42.089797, -76.807734)",7.37,0.62,2.27,0.01,96487.01,0,0,4.922082492,0.01
4/20/2024 7:00,"(42.089797, -76.807734)",7.15,0.64,1.65,0.01,96481.02,0,0,5.008800976,0.01
4/20/2024 8:00,"(42.089797, -76.807734)",7.88,0.61,0.6,0,96459.22,0,0,5.005232658,0
4/20/2024 9:00,"(42.089797, -76.807734)",8.57,0.52,1.63,0,96441.7,0,0,4.460661602,0
4/20/2024 10:00,"(42.089797, -76.807734)",10.27,0.42,3.25,0,96378.19,0,0,4.015447343,0
4/20/2024 11:00,"(42.089797, -76.807734)",11.19,0.4,5.69,0,96338.97,0,0,4.052798693,0
4/20/2024 12:00,"(42.089797, -76.807734)",11.49,0.37,5.95,0.03,96289.48,0,0,3.820116036,0.03
4/20/2024 13:00,"(42.089797, -76.807734)",11.54,0.37,6.01,0.09,96280.38,0,0,3.83210943,0.09
4/20/2024 14:00,"(42.089797, -76.807734)",10.86,0.41,6.23,0.06,96298.94,0,0,4.068720858,0.06
4/20/2024 15:00,"(42.089797, -76.807734)",10.49,0.45,6.86,0.31,96368.62,0,0,4.362576377,0.31
4/20/2024 16:00,"(42.089797, -76.807734)",9.6,0.41,6.14,0,96411.73,0,0,3.756545078,0
4/20/2024 17:00,"(42.089797, -76.807734)",9.05,0.4,5.73,0,96412.53,0,0,3.538493414,0
4/20/2024 18:00,"(42.089797, -76.807734)",8.01,0.41,4.9,0,96518.9,0,0,3.39252628,0
4/20/2024 19:00,"(42.089797, -76.807734)",7.19,0.44,4.7,0,96558.64,0,0,3.452512098,0
4/20/2024 20:00,"(42.089797, -76.807734)",6.15,0.47,4.05,0,96635.26,0,0,3.44596901,0
4/20/2024 21:00,"(42.089797, -76.807734)",5.45,0.5,3.68,0,96720.69,0,0,3.501102183,0
4/20/2024 22:00,"(42.089797, -76.807734)",4.74,0.51,3.45,0,96787.36,0,0,3.407387521,0
4/20/2024 23:00,"(42.089797, -76.807734)",3.93,0.54,3.14,0,96728.98,0,0,3.418557077,0
4/21/2024 0:00,"(42.089797, -76.807734)",3.43,0.54,3.08,0,96716.54,0,0,3.306112887,0
4/21/2024 1:00,"(42.089797, -76.807734)",2.95,0.55,2.72,0,96691.13,0,0,3.260506836,0
4/21/2024 2:00,"(42.089797, -76.807734)",1.97,0.59,2.15,0,96647.95,0,0,3.273499958,0
4/21/2024 3:00,"(42.089797, -76.807734)",1.57,0.61,2.14,0,96606.13,0,0,3.293686506,0
4/21/2024 4:00,"(42.089797, -76.807734)",1.01,0.65,2.23,0,96603.67,0,0,3.378062939,0
4/21/2024 5:00,"(42.089797, -76.807734)",0.62,0.67,2.45,0,96629.15,0,0,3.390185252,0
4/21/2024 6:00,"(42.089797, -76.807734)",1.22,0.7,2.31,0,96633.18,0,0,3.69050562,0
4/21/2024 7:00,"(42.089797, -76.807734)",1.23,0.69,2.36,0,96653.61,0,0,3.640269002,0
4/21/2024 8:00,"(42.089797, -76.807734)",2.23,0.66,2.04,0,96657.33,0,0,3.726989068,0
4/21/2024 9:00,"(42.089797, -76.807734)",3.59,0.59,2.68,0.01,96623.81,0,0,3.651157738,0.01
4/21/2024 10:00,"(42.089797, -76.807734)",4.77,0.53,3.94,0.02,96576.6,0,0,3.548059851,0.02
4/21/2024 11:00,"(42.089797, -76.807734)",5.55,0.49,4.04,0.05,96553.37,0,0,3.45375951,0.05
4/21/2024 12:00,"(42.089797, -76.807734)",6.04,0.47,4.32,0.06,96532.18,0,0,3.421208552,0.06
4/21/2024 13:00,"(42.089797, -76.807734)",6.43,0.46,4.26,0.14,96472.14,0,0,3.435028477,0.14
4/21/2024 14:00,"(42.089797, -76.807734)",7.13,0.46,4.2,0.1,96418.14,0,0,3.595399281,0.1
4/21/2024 15:00,"(42.089797, -76.807734)",7.47,0.45,3.93,0.08,96375.54,0,0,3.59571867,0.08
4/21/2024 16:00,"(42.089797, -76.807734)",7.75,0.44,4.37,0.05,96316.01,0,0,3.580125598,0.05
4/21/2024 17:00,"(42.089797, -76.807734)",7.65,0.44,4.78,0.02,96273.26,0,0,3.557040304,0.02
4/21/2024 18:00,"(42.089797, -76.807734)",7.4,0.43,4.57,0,96398.02,0,0,3.420351162,0
4/21/2024 19:00,"(42.089797, -76.807734)",6.68,0.44,3.92,0,96395.34,0,0,3.33976432,0
4/21/2024 20:00,"(42.089797, -76.807734)",5.78,0.45,3.44,0,96432.52,0,0,3.220181357,0
4/21/2024 21:00,"(42.089797, -76.807734)",4.92,0.48,3.49,0,96544.36,0,0,3.245425472,0
4/21/2024 22:00,"(42.089797, -76.807734)",3.37,0.55,3.17,0,96586.85,0,0,3.353818066,0
4/21/2024 23:00,"(42.089797, -76.807734)",2.41,0.61,3.06,0,96585.48,0,0,3.486848277,0
4/22/2024 0:00,"(42.089797, -76.807734)",1.95,0.63,3.15,0,96588.95,0,0,3.490691158,0
4/22/2024 1:00,"(42.089797, -76.807734)",1.47,0.65,3.21,0,96594.41,0,0,3.485841112,0
4/22/2024 2:00,"(42.089797, -76.807734)",1.17,0.65,3.22,0,96607.75,0,0,3.415214879,0
4/22/2024 3:00,"(42.089797, -76.807734)",0.93,0.66,3.15,0,96560.57,0,0,3.411306659,0
4/22/2024 4:00,"(42.089797, -76.807734)",-0.01,0.7,2.95,0,96570.53,0,0,3.391704053,0
4/22/2024 5:00,"(42.089797, -76.807734)",-0.18,0.71,2.74,0,96585.77,0,0,3.40001068,0
4/22/2024 6:00,"(42.089797, -76.807734)",0.11,0.72,2.38,0,96609.06,0,0,3.517600921,0
4/22/2024 7:00,"(42.089797, -76.807734)",0.1,0.73,2.33,0,96685.86,0,0,3.563998857,0
4/22/2024 8:00,"(42.089797, -76.807734)",2.36,0.67,1.8,0,96787.45,0,0,3.816890007,0
4/22/2024 9:00,"(42.089797, -76.807734)",4.47,0.61,2.12,0,96793.76,0,0,4.003114503,0
4/22/2024 10:00,"(42.089797, -76.807734)",6.47,0.5,2.18,0,96794.67,0,0,3.743501442,0
4/22/2024 11:00,"(42.089797, -76.807734)",8.07,0.42,3.01,0,96795.63,0,0,3.488748069,0
4/22/2024 12:00,"(42.089797, -76.807734)",9.17,0.37,3.44,0,96795.65,0,0,3.298317739,0
4/22/2024 13:00,"(42.089797, -76.807734)",10.94,0.31,3.59,0,96813.5,0,0,3.091896031,0
4/22/2024 14:00,"(42.089797, -76.807734)",12.02,0.28,3.57,0,96786.5,0,0,2.98837348,0
4/22/2024 15:00,"(42.089797, -76.807734)",12.57,0.26,3.38,0,96754.92,0,0,2.871639457,0
4/22/2024 16:00,"(42.089797, -76.807734)",13.31,0.24,3.29,0,96738.02,0,0,2.775126712,0
4/22/2024 17:00,"(42.089797, -76.807734)",13.49,0.21,3.23,0,96729.4,0,0,2.455370028,0
4/22/2024 18:00,"(42.089797, -76.807734)",12.82,0.21,2.32,0,96729.34,0,0,2.355685642,0
4/22/2024 19:00,"(42.089797, -76.807734)",12.01,0.26,1.49,0,96749.06,0,0,2.773186205,0
4/22/2024 20:00,"(42.089797, -76.807734)",9.53,0.4,1.86,0,96768.32,0,0,3.648615724,0
4/22/2024 21:00,"(42.089797, -76.807734)",6.3,0.53,0.88,0,96831.18,0,0,3.924238832,0
4/22/2024 22:00,"(42.089797, -76.807734)",6.92,0.48,1.18,0,96894.26,0,0,3.700816654,0
4/22/2024 23:00,"(42.089797, -76.807734)",5.37,0.56,1.88,0,96853.84,0,0,3.900606209,0
4/23/2024 0:00,"(42.101167, -76.832994)",4.09,0.63,1.96,0,96829.1,0,0,4.031111937,0
4/23/2024 1:00,"(42.101167, -76.832994)",3.01,0.64,2.05,0,96835.75,0,0,3.80939203,0
4/23/2024 2:00,"(42.101167, -76.832994)",2.8,0.62,2.38,0,96818.24,0,0,3.638539379,0
4/23/2024 3:00,"(42.101167, -76.832994)",2.44,0.63,2.47,0,96799.85,0,0,3.60848158,0
4/23/2024 4:00,"(42.101167, -76.832994)",2.32,0.6,2.62,0,96799.15,0,0,3.408874006,0
4/23/2024 5:00,"(42.101167, -76.832994)",2.42,0.59,3.04,0,96773.27,0,0,3.374806117,0
4/23/2024 6:00,"(42.101167, -76.832994)",3.6,0.5,3.34,0,96771.97,0,0,3.096273374,0
4/23/2024 7:00,"(42.101167, -76.832994)",3.83,0.5,3.51,0,96762.28,0,0,3.144263313,0
4/23/2024 8:00,"(42.101167, -76.832994)",6.5,0.46,3.35,0,96797.81,0,0,3.450779445,0
4/23/2024 9:00,"(42.101167, -76.832994)",9.48,0.41,3.28,0,96763.13,0,0,3.727932261,0
4/23/2024 10:00,"(42.101167, -76.832994)",12.84,0.36,4,0,96665.05,0,0,4.043330725,0
4/23/2024 11:00,"(42.101167, -76.832994)",14.67,0.31,5.25,0,96606.4,0,0,3.896931794,0
4/23/2024 12:00,"(42.101167, -76.832994)",15.96,0.28,6.16,0,96478.47,0,0,3.806914724,0
4/23/2024 13:00,"(42.101167, -76.832994)",17.48,0.26,6.31,0,96358.87,0,0,3.87312641,0
4/23/2024 14:00,"(42.101167, -76.832994)",18.08,0.25,6.35,0,96258.22,0,0,3.859719399,0
4/23/2024 15:00,"(42.101167, -76.832994)",18.34,0.25,6.26,0,96190.61,0,0,3.919774487,0
4/23/2024 16:00,"(42.101167, -76.832994)",18.35,0.25,6.1,0,96124.08,0,0,3.922100346,0
4/23/2024 17:00,"(42.101167, -76.832994)",18.67,0.23,5.71,0,96082.64,0,0,3.677387861,0
4/23/2024 18:00,"(42.101167, -76.832994)",17.24,0.29,3.87,0,96017.87,0,0,4.258477612,0
4/23/2024 19:00,"(42.101167, -76.832994)",16.78,0.31,3.78,0,95946.93,0,0,4.428328173,0
4/23/2024 20:00,"(42.101167, -76.832994)",15.79,0.36,3.61,0.01,96037.68,0,0,4.844513542,0.01
4/23/2024 21:00,"(42.101167, -76.832994)",14.98,0.42,3.66,0.14,96125.2,0,0,5.380546614,0.14
4/23/2024 22:00,"(42.101167, -76.832994)",12.58,0.56,2.42,0.16,96169.7,0,0,6.188914941,0.16
4/23/2024 23:00,"(42.101167, -76.832994)",12.05,0.62,1.58,0.06,96073.45,0,0,6.629516815,0.06
4/24/2024 0:00,"(42.101167, -76.832994)",11.35,0.65,1.67,0.02,96018.9,0,0,6.652324884,0.02
4/24/2024 1:00,"(42.101167, -76.832994)",10.74,0.66,1.53,0.06,95977.75,0,0,6.500272424,0.06
4/24/2024 2:00,"(42.101167, -76.832994)",10.49,0.67,1.4,0.19,95938.68,0,0,6.495391495,0.19
4/24/2024 3:00,"(42.101167, -76.832994)",9.97,0.73,1.46,0.49,95883.2,0,0,6.847712216,0.49
4/24/2024 4:00,"(42.101167, -76.832994)",9.09,0.84,1.42,0.66,95882.31,0,0,7.449872515,0.66
4/24/2024 5:00,"(42.101167, -76.832994)",8.88,0.9,1.84,0.36,95871.19,0,0,7.875432527,0.36
4/24/2024 6:00,"(42.101167, -76.832994)",8.76,0.89,1.72,0.08,95916.92,0,0,7.728257318,0.08
4/24/2024 7:00,"(42.101167, -76.832994)",8.59,0.89,2.78,0.06,95991.43,0,0,7.644406387,0.06
4/24/2024 8:00,"(42.101167, -76.832994)",9.54,0.85,2.85,0.03,96035.8,0,0,7.758250306,0.03
4/24/2024 9:00,"(42.101167, -76.832994)",9.76,0.83,4,0.12,96045.14,0,0,7.682546584,0.12
4/24/2024 10:00,"(42.101167, -76.832994)",11.12,0.77,3.02,0.29,96132.92,0,0,7.767374715,0.29
4/24/2024 11:00,"(42.101167, -76.832994)",11.45,0.77,2.71,0.48,96189.37,0,0,7.930052765,0.48
4/24/2024 12:00,"(42.101167, -76.832994)",10.82,0.76,2.65,1.63,96221.98,0,0,7.523025224,1.63
4/24/2024 13:00,"(42.101167, -76.832994)",10.87,0.74,3.23,0.28,96268.04,0,0,7.348174828,0.28
4/24/2024 14:00,"(42.101167, -76.832994)",9.76,0.78,4.64,0.44,96354.12,0,0,7.219742573,0.44
4/24/2024 15:00,"(42.101167, -76.832994)",9.41,0.79,4.59,0.67,96502,0,0,7.151097842,0.67
4/24/2024 16:00,"(42.101167, -76.832994)",7.96,0.78,4.08,0.07,96587.41,0,0,6.433281188,0.07
4/24/2024 17:00,"(42.101167, -76.832994)",6.91,0.76,4.29,0,96666.05,0,0,5.855812265,0
4/24/2024 18:00,"(42.101167, -76.832994)",5.27,0.75,4.15,0,96726.05,0,0,5.189670932,0
4/24/2024 19:00,"(42.101167, -76.832994)",4.83,0.7,4.21,0,96829.12,0,0,4.704786169,0
4/24/2024 20:00,"(42.101167, -76.832994)",4.31,0.64,3.87,0,96914.23,0,0,4.155541408,0
4/24/2024 21:00,"(42.101167, -76.832994)",3.93,0.6,3.73,0,97030.31,0,0,3.798396752,0
4/24/2024 22:00,"(42.101167, -76.832994)",2.53,0.6,3.33,0,97117.94,0,0,3.457610323,0
4/24/2024 23:00,"(42.101167, -76.832994)",1.83,0.61,2.89,0,97175.66,0,0,3.352446981,0
4/25/2024 0:00,"(42.101167, -76.832994)",1.37,0.62,2.64,0,97222.52,0,0,3.302366218,0
4/25/2024 1:00,"(42.101167, -76.832994)",-0.01,0.64,2.43,0,97237.25,0,0,3.100986563,0
4/25/2024 2:00,"(42.101167, -76.832994)",-0.31,0.66,2.21,0,97283.18,0,0,3.132293583,0
4/25/2024 3:00,"(42.101167, -76.832994)",-0.82,0.69,2.04,0,97292.51,0,0,3.160913869,0
4/25/2024 4:00,"(42.101167, -76.832994)",-1.67,0.72,2,0,97368.38,0,0,3.108539199,0
4/25/2024 5:00,"(42.101167, -76.832994)",-1.91,0.73,1.78,0,97409.37,0,0,3.099169282,0
